"","name","short_name","date","lst"
"104","Chail WLS","CL","2003_04_15",25.1285892
"105","Chail WLS","CL","2003_04_23",28.2659074
"106","Chail WLS","CL","2003_05_01",25.3823744
"107","Chail WLS","CL","2003_05_09",30.2841291
"108","Chail WLS","CL","2003_05_17",33.5284337
"109","Chail WLS","CL","2003_05_25",31.7596109
"110","Chail WLS","CL","2003_06_02",32.9868018
"111","Chail WLS","CL","2003_06_10",30.6096266
"112","Chail WLS","CL","2003_06_18",28.4783321
"113","Chail WLS","CL","2003_06_26",23.6224582
"114","Chail WLS","CL","2003_07_04",23.5275882
"115","Chail WLS","CL","2003_07_12",22.276121
"116","Chail WLS","CL","2003_07_20",24.5099243
"117","Chail WLS","CL","2003_07_28",NA
"118","Chail WLS","CL","2003_08_05",23.0738498
"119","Chail WLS","CL","2003_08_13",24.3033101
"120","Chail WLS","CL","2003_08_21",20.997086
"121","Chail WLS","CL","2003_08_29",20.9800293
"122","Chail WLS","CL","2003_09_06",22.0601068
"123","Chail WLS","CL","2003_09_14",22.5414538
"124","Chail WLS","CL","2003_09_22",22.5090486
"125","Chail WLS","CL","2003_09_30",23.5424817
"126","Chail WLS","CL","2003_10_08",23.0224709
"127","Chail WLS","CL","2003_10_16",22.2480628
"128","Chail WLS","CL","2003_10_24",21.4307108
"129","Chail WLS","CL","2003_11_01",20.9332758
"130","Chail WLS","CL","2003_11_09",19.0288247
"131","Chail WLS","CL","2003_11_17",17.4602844
"132","Chail WLS","CL","2003_11_25",16.657771
"133","Chail WLS","CL","2003_12_03",16.8821611
"134","Chail WLS","CL","2003_12_11",13.6591313
"135","Chail WLS","CL","2003_12_19",11.5383359
"136","Chail WLS","CL","2003_12_27",11.9685343
"137","Chail WLS","CL","2004_01_01",12.4537785
"138","Chail WLS","CL","2004_01_09",15.4758479
"139","Chail WLS","CL","2004_01_17",9.3406024
"140","Chail WLS","CL","2004_01_25",11.3440556
"141","Chail WLS","CL","2004_02_02",12.7206481
"142","Chail WLS","CL","2004_02_10",16.6214679
"143","Chail WLS","CL","2004_02_18",19.8683478
"144","Chail WLS","CL","2004_02_26",21.9902444
"145","Chail WLS","CL","2004_03_05",22.6526618
"146","Chail WLS","CL","2004_03_13",27.7490002
"147","Chail WLS","CL","2004_03_21",23.6065711
"148","Chail WLS","CL","2004_03_29",27.4491897
"149","Chail WLS","CL","2004_04_06",25.6301176
"150","Chail WLS","CL","2004_04_14",28.9353201
"151","Chail WLS","CL","2004_04_22",24.2134329
"152","Chail WLS","CL","2004_04_30",26.8526434
"153","Chail WLS","CL","2004_05_08",32.8676778
"154","Chail WLS","CL","2004_05_16",33.4788474
"155","Chail WLS","CL","2004_05_24",29.2303491
"156","Chail WLS","CL","2004_06_01",29.8796115
"157","Chail WLS","CL","2004_06_09",24.6794866
"158","Chail WLS","CL","2004_06_17",23.7393641
"159","Chail WLS","CL","2004_06_25",27.2214754
"160","Chail WLS","CL","2004_07_03",25.4838958
"161","Chail WLS","CL","2004_07_11",24.8618658
"162","Chail WLS","CL","2004_07_19",26.3759412
"163","Chail WLS","CL","2004_08_04",30.5412712
"164","Chail WLS","CL","2004_08_12",21.3872259
"165","Chail WLS","CL","2004_08_20",23.1308057
"166","Chail WLS","CL","2004_08_28",25.5342597
"167","Chail WLS","CL","2004_09_05",25.2625531
"168","Chail WLS","CL","2004_09_13",21.2639353
"169","Chail WLS","CL","2004_09_21",24.0755364
"170","Chail WLS","CL","2004_09_29",23.5876396
"171","Chail WLS","CL","2004_10_07",19.0109631
"172","Chail WLS","CL","2004_10_15",19.9457881
"173","Chail WLS","CL","2004_10_23",18.4619278
"174","Chail WLS","CL","2004_10_31",18.6451644
"175","Chail WLS","CL","2004_11_08",18.4576789
"176","Chail WLS","CL","2004_11_16",17.7815119
"177","Chail WLS","CL","2004_11_24",16.0395012
"178","Chail WLS","CL","2004_12_02",15.4336533
"179","Chail WLS","CL","2004_12_10",17.1910317
"180","Chail WLS","CL","2004_12_18",13.178773
"181","Chail WLS","CL","2004_12_26",12.2900911
"182","Chail WLS","CL","2005_01_01",13.4813059
"183","Chail WLS","CL","2005_01_09",13.0525115
"184","Chail WLS","CL","2005_01_17",8.3291097
"185","Chail WLS","CL","2005_01_25",9.9051974
"186","Chail WLS","CL","2005_02_02",10.9337017
"187","Chail WLS","CL","2005_02_10",12.4768134
"188","Chail WLS","CL","2005_02_18",14.005999
"189","Chail WLS","CL","2005_02_26",19.3505326
"190","Chail WLS","CL","2005_03_06",18.2982096
"191","Chail WLS","CL","2005_03_14",20.9966163
"192","Chail WLS","CL","2005_03_22",20.1129119
"193","Chail WLS","CL","2005_03_30",25.3759001
"194","Chail WLS","CL","2005_04_07",24.4796464
"195","Chail WLS","CL","2005_04_15",25.6204645
"196","Chail WLS","CL","2005_04_23",23.5264219
"197","Chail WLS","CL","2005_05_01",23.5017815
"198","Chail WLS","CL","2005_05_09",29.1395155
"199","Chail WLS","CL","2005_05_17",30.077336
"200","Chail WLS","CL","2005_05_25",31.8039128
"201","Chail WLS","CL","2005_06_02",32.4990012
"202","Chail WLS","CL","2005_06_10",30.9990472
"203","Chail WLS","CL","2005_06_18",31.6667785
"204","Chail WLS","CL","2005_06_26",23.9142778
"205","Chail WLS","CL","2005_07_04",25.4649335
"206","Chail WLS","CL","2005_07_12",21.1823712
"207","Chail WLS","CL","2005_07_20",21.6813632
"208","Chail WLS","CL","2005_07_28",21.6261916
"209","Chail WLS","CL","2005_08_05",21.459811
"210","Chail WLS","CL","2005_08_13",21.9880952
"211","Chail WLS","CL","2005_08_21",22.0491997
"212","Chail WLS","CL","2005_08_29",22.0912478
"213","Chail WLS","CL","2005_09_06",23.620655
"214","Chail WLS","CL","2005_09_14",24.3877894
"215","Chail WLS","CL","2005_09_22",22.5370786
"216","Chail WLS","CL","2005_09_30",23.8632745
"217","Chail WLS","CL","2005_10_08",22.2672968
"218","Chail WLS","CL","2005_10_16",21.384662
"219","Chail WLS","CL","2005_10_24",20.5776524
"220","Chail WLS","CL","2005_11_01",18.4926935
"221","Chail WLS","CL","2005_11_09",19.6045736
"222","Chail WLS","CL","2005_11_17",18.9469415
"223","Chail WLS","CL","2005_11_25",16.0280798
"224","Chail WLS","CL","2005_12_03",15.8277151
"225","Chail WLS","CL","2005_12_11",15.4825631
"226","Chail WLS","CL","2005_12_19",13.9443268
"227","Chail WLS","CL","2005_12_27",12.4332642
"228","Chail WLS","CL","2006_01_01",13.0193876
"229","Chail WLS","CL","2006_01_09",15.3598562
"230","Chail WLS","CL","2006_01_17",11.4281847
"231","Chail WLS","CL","2006_01_25",14.9116136
"232","Chail WLS","CL","2006_02_02",19.5171935
"233","Chail WLS","CL","2006_02_10",18.2278221
"234","Chail WLS","CL","2006_02_18",19.7951138
"235","Chail WLS","CL","2006_02_26",21.2385568
"236","Chail WLS","CL","2006_03_06",21.3558271
"237","Chail WLS","CL","2006_03_14",19.6474125
"238","Chail WLS","CL","2006_03_22",19.0359414
"239","Chail WLS","CL","2006_03_30",25.6845517
"240","Chail WLS","CL","2006_04_07",25.5762207
"241","Chail WLS","CL","2006_04_15",23.0585286
"242","Chail WLS","CL","2006_04_23",29.103663
"243","Chail WLS","CL","2006_05_01",31.0682885
"244","Chail WLS","CL","2006_05_09",28.431613
"245","Chail WLS","CL","2006_05_17",25.7306995
"246","Chail WLS","CL","2006_05_25",27.211798
"247","Chail WLS","CL","2006_06_02",30.1308019
"248","Chail WLS","CL","2006_06_10",29.6672544
"249","Chail WLS","CL","2006_06_18",25.5491937
"250","Chail WLS","CL","2006_06_26",24.1520202
"251","Chail WLS","CL","2006_07_04",NA
"252","Chail WLS","CL","2006_07_12",21.118653
"253","Chail WLS","CL","2006_07_20",NA
"254","Chail WLS","CL","2006_07_28",23.1859056
"255","Chail WLS","CL","2006_08_05",24.643804
"256","Chail WLS","CL","2006_08_13",24.7311926
"257","Chail WLS","CL","2006_08_21",20.298945
"258","Chail WLS","CL","2006_08_29",24.0352317
"259","Chail WLS","CL","2006_09_06",22.0489631
"260","Chail WLS","CL","2006_09_14",21.7148613
"261","Chail WLS","CL","2006_09_22",24.3009398
"262","Chail WLS","CL","2006_09_30",24.7461596
"263","Chail WLS","CL","2006_10_08",22.9357224
"264","Chail WLS","CL","2006_10_16",22.5547575
"265","Chail WLS","CL","2006_10_24",21.4344347
"266","Chail WLS","CL","2006_11_01",20.8406751
"267","Chail WLS","CL","2006_11_09",18.5598937
"268","Chail WLS","CL","2006_11_17",17.0804721
"269","Chail WLS","CL","2006_11_25",14.6225604
"270","Chail WLS","CL","2006_12_03",14.6063608
"271","Chail WLS","CL","2006_12_11",16.0596931
"272","Chail WLS","CL","2006_12_19",15.1441681
"273","Chail WLS","CL","2006_12_27",13.9542092
"274","Chail WLS","CL","2007_01_01",12.5339423
"275","Chail WLS","CL","2007_01_09",12.491446
"276","Chail WLS","CL","2007_01_17",15.5231609
"277","Chail WLS","CL","2007_01_25",19.0008768
"278","Chail WLS","CL","2007_02_02",16.5294287
"279","Chail WLS","CL","2007_02_10",10.0959555
"280","Chail WLS","CL","2007_02_18",15.13571
"281","Chail WLS","CL","2007_02_26",15.4350819
"282","Chail WLS","CL","2007_03_06",20.6260745
"283","Chail WLS","CL","2007_03_14",17.6993016
"284","Chail WLS","CL","2007_03_22",23.4068023
"285","Chail WLS","CL","2007_03_30",27.736194
"286","Chail WLS","CL","2007_04_07",26.7633829
"287","Chail WLS","CL","2007_04_15",27.2048521
"288","Chail WLS","CL","2007_04_23",28.7915349
"289","Chail WLS","CL","2007_05_01",26.7822006
"290","Chail WLS","CL","2007_05_09",25.9949205
"291","Chail WLS","CL","2007_05_17",27.8262683
"292","Chail WLS","CL","2007_05_25",30.2288539
"293","Chail WLS","CL","2007_06_02",33.3207587
"294","Chail WLS","CL","2007_06_10",35.4750297
"295","Chail WLS","CL","2007_06_18",27.5154669
"296","Chail WLS","CL","2007_06_26",30.1080488
"297","Chail WLS","CL","2007_07_04",22.2407508
"298","Chail WLS","CL","2007_07_12",25.3073982
"299","Chail WLS","CL","2007_07_20",21.9416379
"300","Chail WLS","CL","2007_07_28",17.8217204
"301","Chail WLS","CL","2007_08_05",17.6033243
"302","Chail WLS","CL","2007_08_13",22.9598253
"303","Chail WLS","CL","2007_08_21",23.1676394
"304","Chail WLS","CL","2007_08_29",23.3072138
"305","Chail WLS","CL","2007_09_06",21.6440926
"306","Chail WLS","CL","2007_09_14",22.3436235
"307","Chail WLS","CL","2007_09_22",22.6964305
"308","Chail WLS","CL","2007_09_30",24.2494611
"309","Chail WLS","CL","2007_10_08",24.0151428
"310","Chail WLS","CL","2007_10_16",20.458029
"311","Chail WLS","CL","2007_10_24",21.7907738
"312","Chail WLS","CL","2007_11_01",20.6325896
"313","Chail WLS","CL","2007_11_09",18.1200519
"314","Chail WLS","CL","2007_11_17",18.4318139
"315","Chail WLS","CL","2007_11_25",16.6805889
"316","Chail WLS","CL","2007_12_03",15.471028
"317","Chail WLS","CL","2007_12_11",11.455043
"318","Chail WLS","CL","2007_12_19",16.5071305
"319","Chail WLS","CL","2007_12_27",15.6456354
"320","Chail WLS","CL","2008_01_01",13.2430809
"321","Chail WLS","CL","2008_01_09",14.4425656
"322","Chail WLS","CL","2008_01_17",7.7978635
"323","Chail WLS","CL","2008_01_25",9.3481688
"324","Chail WLS","CL","2008_02_02",8.498962
"325","Chail WLS","CL","2008_02_10",13.8911764
"326","Chail WLS","CL","2008_02_18",15.0781666
"327","Chail WLS","CL","2008_02_26",22.097631
"328","Chail WLS","CL","2008_03_05",22.7491751
"329","Chail WLS","CL","2008_03_13",24.6141302
"330","Chail WLS","CL","2008_03_21",24.5717723
"331","Chail WLS","CL","2008_03_29",22.0582423
"332","Chail WLS","CL","2008_04_06",24.2447426
"333","Chail WLS","CL","2008_04_14",27.9378965
"334","Chail WLS","CL","2008_04_22",30.2212924
"335","Chail WLS","CL","2008_04_30",32.9456502
"336","Chail WLS","CL","2008_05_08",26.2847004
"337","Chail WLS","CL","2008_05_16",29.228962
"338","Chail WLS","CL","2008_05_24",28.6045231
"339","Chail WLS","CL","2008_06_01",26.0782499
"340","Chail WLS","CL","2008_06_09",24.0154296
"341","Chail WLS","CL","2008_06_17",24.4714389
"342","Chail WLS","CL","2008_06_25",23.1777484
"343","Chail WLS","CL","2008_07_03",24.3216788
"344","Chail WLS","CL","2008_07_11",21.92976
"345","Chail WLS","CL","2008_07_19",21.6409404
"346","Chail WLS","CL","2008_07_27",22.3781314
"347","Chail WLS","CL","2008_08_04",22.8050634
"348","Chail WLS","CL","2008_08_12",20.7164952
"349","Chail WLS","CL","2008_08_20",21.244609
"350","Chail WLS","CL","2008_08_28",23.1311104
"351","Chail WLS","CL","2008_09_05",24.2699065
"352","Chail WLS","CL","2008_09_13",22.9053117
"353","Chail WLS","CL","2008_09_21",24.1519616
"354","Chail WLS","CL","2008_09_29",21.2393287
"355","Chail WLS","CL","2008_10_07",22.6905142
"356","Chail WLS","CL","2008_10_15",20.8326177
"357","Chail WLS","CL","2008_10_23",20.8877954
"358","Chail WLS","CL","2008_10_31",21.3728519
"359","Chail WLS","CL","2008_11_08",19.7143549
"360","Chail WLS","CL","2008_11_16",16.7499986
"361","Chail WLS","CL","2008_11_24",18.8130901
"362","Chail WLS","CL","2008_12_02",18.5882085
"363","Chail WLS","CL","2008_12_10",17.4671603
"364","Chail WLS","CL","2008_12_18",15.8244155
"365","Chail WLS","CL","2008_12_26",15.204562
"366","Chail WLS","CL","2009_01_01",10.608547
"367","Chail WLS","CL","2009_01_09",14.0749665
"368","Chail WLS","CL","2009_01_17",15.1608263
"369","Chail WLS","CL","2009_01_25",16.9711458
"370","Chail WLS","CL","2009_02_02",18.0428792
"371","Chail WLS","CL","2009_02_10",16.4111156
"372","Chail WLS","CL","2009_02_18",18.6772676
"373","Chail WLS","CL","2009_02_26",19.9102907
"374","Chail WLS","CL","2009_03_06",22.6069732
"375","Chail WLS","CL","2009_03_14",22.2351255
"376","Chail WLS","CL","2009_03_22",21.5457911
"377","Chail WLS","CL","2009_03_30",24.9926524
"378","Chail WLS","CL","2009_04_07",25.5792567
"379","Chail WLS","CL","2009_04_15",29.6067204
"380","Chail WLS","CL","2009_04_23",30.0673114
"381","Chail WLS","CL","2009_05_01",30.2289061
"382","Chail WLS","CL","2009_05_09",29.5673641
"383","Chail WLS","CL","2009_05_17",33.296095
"384","Chail WLS","CL","2009_05_25",31.5379573
"385","Chail WLS","CL","2009_06_02",31.9868431
"386","Chail WLS","CL","2009_06_10",33.7336592
"387","Chail WLS","CL","2009_06_18",36.4439101
"388","Chail WLS","CL","2009_06_26",36.1960347
"389","Chail WLS","CL","2009_07_04",31.2006884
"390","Chail WLS","CL","2009_07_12",24.7078098
"391","Chail WLS","CL","2009_07_20",25.7839697
"392","Chail WLS","CL","2009_07_28",22.1268253
"393","Chail WLS","CL","2009_08_05",20.8385476
"394","Chail WLS","CL","2009_08_13",24.4742111
"395","Chail WLS","CL","2009_08_21",24.0806467
"396","Chail WLS","CL","2009_08_29",21.66939
"397","Chail WLS","CL","2009_09_06",24.3419883
"398","Chail WLS","CL","2009_09_14",24.5454066
"399","Chail WLS","CL","2009_09_22",23.2730176
"400","Chail WLS","CL","2009_09_30",24.075073
"401","Chail WLS","CL","2009_10_08",22.8533507
"402","Chail WLS","CL","2009_10_16",22.3414776
"403","Chail WLS","CL","2009_10_24",21.8221841
"404","Chail WLS","CL","2009_11_01",21.7396664
"405","Chail WLS","CL","2009_11_09",17.10013
"406","Chail WLS","CL","2009_11_17",15.5588731
"407","Chail WLS","CL","2009_11_25",16.4694538
"408","Chail WLS","CL","2009_12_03",16.2763967
"409","Chail WLS","CL","2009_12_11",13.1694087
"410","Chail WLS","CL","2009_12_19",13.3116011
"411","Chail WLS","CL","2009_12_27",12.7252596
"412","Chail WLS","CL","2010_01_01",14.6294349
"413","Chail WLS","CL","2010_01_09",15.9910745
"414","Chail WLS","CL","2010_01_17",15.8212918
"415","Chail WLS","CL","2010_01_25",16.2118196
"416","Chail WLS","CL","2010_02_02",15.2826637
"417","Chail WLS","CL","2010_02_10",13.0953672
"418","Chail WLS","CL","2010_02_18",18.276154
"419","Chail WLS","CL","2010_02_26",19.8829022
"420","Chail WLS","CL","2010_03_06",22.1735146
"421","Chail WLS","CL","2010_03_14",25.5247767
"422","Chail WLS","CL","2010_03_22",27.3898007
"423","Chail WLS","CL","2010_03_30",27.657303
"424","Chail WLS","CL","2010_04_07",31.9989112
"425","Chail WLS","CL","2010_04_15",32.9411626
"426","Chail WLS","CL","2010_04_23",31.782615
"427","Chail WLS","CL","2010_05_01",28.4842535
"428","Chail WLS","CL","2010_05_09",31.0056027
"429","Chail WLS","CL","2010_05_17",34.5469515
"430","Chail WLS","CL","2010_05_25",35.1867969
"431","Chail WLS","CL","2010_06_02",29.5968553
"432","Chail WLS","CL","2010_06_10",27.5937995
"433","Chail WLS","CL","2010_06_18",29.8421005
"434","Chail WLS","CL","2010_06_26",26.6062597
"435","Chail WLS","CL","2010_07_04",24.4676053
"436","Chail WLS","CL","2010_07_12",25.9556951
"437","Chail WLS","CL","2010_07_20",20.7743187
"438","Chail WLS","CL","2010_07_28",22.3482726
"439","Chail WLS","CL","2010_08_05",26.21
"440","Chail WLS","CL","2010_08_21",21.7870593
"441","Chail WLS","CL","2010_08_29",19.7477458
"442","Chail WLS","CL","2010_09_06",20.3332618
"443","Chail WLS","CL","2010_09_14",21.0962637
"444","Chail WLS","CL","2010_09_22",22.9474042
"445","Chail WLS","CL","2010_09_30",23.3115165
"446","Chail WLS","CL","2010_10_08",22.802469
"447","Chail WLS","CL","2010_10_16",23.0526372
"448","Chail WLS","CL","2010_10_24",19.7707168
"449","Chail WLS","CL","2010_11_01",20.2875475
"450","Chail WLS","CL","2010_11_09",20.1059144
"451","Chail WLS","CL","2010_11_17",17.8332312
"452","Chail WLS","CL","2010_11_25",16.6239583
"453","Chail WLS","CL","2010_12_03",15.1573271
"454","Chail WLS","CL","2010_12_11",14.2432523
"455","Chail WLS","CL","2010_12_19",13.6694068
"456","Chail WLS","CL","2010_12_27",10.7692192
"457","Chail WLS","CL","2011_01_01",11.2600838
"458","Chail WLS","CL","2011_01_09",11.5491867
"459","Chail WLS","CL","2011_01_17",11.8204791
"460","Chail WLS","CL","2011_01_25",12.6292013
"461","Chail WLS","CL","2011_02_02",16.6051127
"462","Chail WLS","CL","2011_02_10",6.641186
"463","Chail WLS","CL","2011_02_18",11.85007
"464","Chail WLS","CL","2011_02_26",11.8174412
"465","Chail WLS","CL","2011_03_06",19.6587328
"466","Chail WLS","CL","2011_03_14",22.0831498
"467","Chail WLS","CL","2011_03_22",25.2317788
"468","Chail WLS","CL","2011_03_30",22.3451484
"469","Chail WLS","CL","2011_04_07",23.9190545
"470","Chail WLS","CL","2011_04_15",22.9462875
"471","Chail WLS","CL","2011_04_23",28.1054058
"472","Chail WLS","CL","2011_05_01",28.1214192
"473","Chail WLS","CL","2011_05_09",32.7479387
"474","Chail WLS","CL","2011_05_17",28.5425921
"475","Chail WLS","CL","2011_05_25",27.3663454
"476","Chail WLS","CL","2011_06_02",26.6538985
"477","Chail WLS","CL","2011_06_10",25.1042248
"478","Chail WLS","CL","2011_06_18",25.1689301
"479","Chail WLS","CL","2011_06_26",25.0863675
"480","Chail WLS","CL","2011_07_04",26.4504586
"481","Chail WLS","CL","2011_07_12",23.9738521
"482","Chail WLS","CL","2011_07_20",18.8507567
"483","Chail WLS","CL","2011_07_28",22.4539115
"484","Chail WLS","CL","2011_08_05",NA
"485","Chail WLS","CL","2011_08_13",20.9263137
"486","Chail WLS","CL","2011_08_21",25.0182155
"487","Chail WLS","CL","2011_08_29",22.3123578
"488","Chail WLS","CL","2011_09_06",21.2066959
"489","Chail WLS","CL","2011_09_14",23.2814157
"490","Chail WLS","CL","2011_09_22",23.2989053
"491","Chail WLS","CL","2011_09_30",21.5871094
"492","Chail WLS","CL","2011_10_08",22.8910136
"493","Chail WLS","CL","2011_10_16",21.9873969
"494","Chail WLS","CL","2011_10_24",20.404721
"495","Chail WLS","CL","2011_11_01",20.2686449
"496","Chail WLS","CL","2011_11_09",19.8377716
"497","Chail WLS","CL","2011_11_17",19.9228021
"498","Chail WLS","CL","2011_11_25",18.2113327
"499","Chail WLS","CL","2011_12_03",16.9476978
"500","Chail WLS","CL","2011_12_11",13.8043151
"501","Chail WLS","CL","2011_12_19",13.3199657
"502","Chail WLS","CL","2011_12_27",13.8236184
"503","Chail WLS","CL","2012_01_01",10.2606046
"504","Chail WLS","CL","2012_01_09",8.0594176
"505","Chail WLS","CL","2012_01_17",9.7726013
"506","Chail WLS","CL","2012_01_25",11.5686873
"507","Chail WLS","CL","2012_02_02",11.6339177
"508","Chail WLS","CL","2012_02_10",11.8661421
"509","Chail WLS","CL","2012_02_18",17.0284248
"510","Chail WLS","CL","2012_02_26",18.2574928
"511","Chail WLS","CL","2012_03_05",13.5629414
"512","Chail WLS","CL","2012_03_13",22.3489866
"513","Chail WLS","CL","2012_03_21",24.6924058
"514","Chail WLS","CL","2012_03_29",26.8226975
"515","Chail WLS","CL","2012_04_06",24.2107205
"516","Chail WLS","CL","2012_04_14",24.9279814
"517","Chail WLS","CL","2012_04_22",25.8901868
"518","Chail WLS","CL","2012_04_30",26.629406
"519","Chail WLS","CL","2012_05_08",27.7039045
"520","Chail WLS","CL","2012_05_16",29.9561418
"521","Chail WLS","CL","2012_05_24",34.7722433
"522","Chail WLS","CL","2012_06_01",32.21499
"523","Chail WLS","CL","2012_06_09",32.8939491
"524","Chail WLS","CL","2012_06_17",32.9939939
"525","Chail WLS","CL","2012_06_25",32.3258419
"526","Chail WLS","CL","2012_07_03",22.7520691
"527","Chail WLS","CL","2012_07_11",21.3948332
"528","Chail WLS","CL","2012_07_19",25.5093814
"529","Chail WLS","CL","2012_07_27",NA
"530","Chail WLS","CL","2012_08_04",23.0954829
"531","Chail WLS","CL","2012_08_12",24.5111119
"532","Chail WLS","CL","2012_08_28",19.7824703
"533","Chail WLS","CL","2012_09_05",22.0431882
"534","Chail WLS","CL","2012_09_13",21.5901951
"535","Chail WLS","CL","2012_09_21",23.0085343
"536","Chail WLS","CL","2012_09_29",23.7025261
"537","Chail WLS","CL","2012_10_07",22.2282334
"538","Chail WLS","CL","2012_10_15",20.6361737
"539","Chail WLS","CL","2012_10_23",20.047694
"540","Chail WLS","CL","2012_10_31",20.1939299
